Simulation Number,comboID,Your revenue,Perfect foresight strategy,Difference (%)
105,104,50472,66216,23.8
106,105,109086,114954,5.1
107,106,76944,90768,15.2
108,107,109302,116706,6.3
109,108,84804,94476,10.2
110,109,91458,99402,8.0
111,110,100632,113376,11.2
112,111,64332,78282,17.8
113,112,78228,92340,15.3
114,113,43320,58536,26.0
115,114,90588,99060,8.6
116,115,62868,79128,20.5
117,116,93816,99030,5.3
118,117,96492,106896,9.7
119,118,80352,87612,8.3
120,119,85056,94572,10.1
121,120,113424,120000,5.5
122,121,95808,104670,8.5
123,122,90426,101280,10.7
124,123,37374,54408,31.3
125,124,79968,96672,17.3
126,125,103884,107784,3.6
127,126,80928,97290,16.8
128,127,111930,118908,5.9
129,128,106536,111354,4.3
130,129,76716,89844,14.6
131,130,38934,56448,31.0
132,131,26478,37044,28.5
133,132,101268,105108,3.7
134,133,86610,96756,10.5
135,134,102054,112980,9.7
136,135,99390,103794,4.2
137,136,75630,89844,15.8
138,137,83754,97536,14.1
139,138,64428,79788,19.3
140,139,79086,90108,12.2
141,140,43584,57492,24.2
142,141,59610,78024,23.6
143,142,91554,99486,8.0
144,143,77238,90660,14.8
145,144,102096,110532,7.6
146,145,56940,73296,22.3
147,146,86964,92400,5.9
148,147,75072,84516,11.2
149,148,78624,90924,13.5
150,149,100152,102366,2.2
151,150,98718,102846,4.0
152,151,99798,107562,7.2
153,152,41016,55056,25.5
154,153,91386,100644,9.2
155,154,92628,109062,15.1
156,155,87678,100182,12.5
157,156,104796,107406,2.4
158,157,106296,111774,4.9
159,158,69516,82404,15.6
160,159,96168,100680,4.5
161,160,66144,77496,14.6
162,161,99552,111030,10.3
163,162,91668,102258,10.4
164,163,88416,96948,8.8
165,164,95688,120000,20.3
166,165,97824,106032,7.7
167,166,45738,66744,31.5
168,167,113994,120000,5.0
169,168,56394,77832,27.5
170,169,92268,102654,10.1
171,170,113472,120000,5.4
172,171,106446,107748,1.2
173,172,50766,71712,29.2
174,173,79962,94500,15.4
175,174,45372,63336,28.4
176,175,111630,120000,7.0
177,176,107406,110238,2.6
178,177,97410,102066,4.6
179,178,76488,91392,16.3
180,179,59196,75564,21.7
181,180,106758,108642,1.7
182,181,78684,91020,13.6
183,182,91266,98784,7.6
184,183,85584,95976,10.8
185,184,95334,102336,6.8
186,185,48984,64044,23.5
187,186,105360,112290,6.2
188,187,95472,100800,5.3
189,188,79668,91428,12.9
190,189,99882,107820,7.4
191,190,102114,113046,9.7
192,191,93408,102252,8.6
193,192,81510,88530,7.9
194,193,98574,101898,3.3
195,194,80004,91428,12.5
196,195,87978,97008,9.3
197,196,91362,97848,6.6
198,197,99132,109320,9.3
199,198,100722,113172,11.0
200,199,91482,107208,14.7
201,200,99072,120000,17.4
202,201,63486,79836,20.5
203,202,95346,99774,4.4
204,203,103482,109728,5.7
205,204,103464,111954,7.6
206,205,100668,113550,11.3
207,206,100014,114186,12.4
208,207,96516,118152,18.3
209,208,84882,92292,8.0
210,209,87954,103266,14.8
211,210,7824,10212,23.4
212,211,85776,93888,8.6
213,212,89880,96792,7.1
214,213,95436,100890,5.4
215,214,99504,110664,10.1
216,215,85104,90048,5.5
217,216,82968,89436,7.2
218,217,90732,106680,14.9
219,218,84336,91740,8.1
220,219,83760,96960,13.6
221,220,91050,102096,10.8
222,221,112236,120000,6.5
223,222,109380,111924,2.3
224,223,111522,117702,5.3
225,224,90516,100860,10.3
226,225,107706,112398,4.2
227,226,59478,78816,24.5
228,227,105828,108786,2.7
229,228,44892,61320,26.8
230,229,77988,89760,13.1
231,230,73566,89412,17.7
232,231,98634,102924,4.2
233,232,84480,96984,12.9
234,233,77250,90552,14.7
235,234,97014,103704,6.5
236,235,76746,90708,15.4
237,236,86274,96948,11.0
238,237,102414,107946,5.1
239,238,82842,92628,10.6
240,239,103380,115056,10.1
241,240,50862,62748,18.9
242,241,102876,105828,2.8
243,242,38982,52752,26.1
244,243,102918,107634,4.4
245,244,71370,84012,15.0
246,245,95502,102684,7.0
247,246,87222,92808,6.0
248,247,94278,106626,11.6
249,248,99012,102150,3.1
250,249,64800,79008,18.0
251,250,100170,107076,6.4
252,251,94746,98796,4.1
253,252,96648,101034,4.3
254,253,97806,113430,13.8
255,254,100422,114864,12.6
256,255,92172,113604,18.9
257,256,104688,111432,6.1
258,257,70080,82236,14.8
259,258,85320,93036,8.3
260,259,104736,117456,10.8
261,260,105882,120000,11.8
262,261,92616,101868,9.1
263,262,87468,93912,6.9
264,263,88824,99516,10.7
265,264,89958,108582,17.2
266,265,104880,118488,11.5
267,266,92394,98568,6.3
268,267,81888,91272,10.3
269,268,105276,118902,11.5
270,269,88314,94692,6.7
271,270,92544,101850,9.1
272,271,94146,106428,11.5
273,272,84720,94200,10.1
274,273,57270,68496,16.4
275,274,76956,79884,3.7
276,275,83544,92328,9.5
277,276,103944,115572,10.1
278,277,102168,109296,6.5
279,278,103512,120000,13.7
280,279,92712,101820,8.9
281,280,97368,113568,14.3
282,281,101376,118764,14.6
283,282,99300,120000,17.3
284,283,67860,75804,10.5
285,284,86100,104802,17.8
286,285,84144,111666,24.6
287,286,109080,110028,0.9
288,287,100932,105768,4.6
289,288,30408,42204,27.9
290,289,85500,98286,13.0
291,290,96570,101934,5.3
292,291,103626,108912,4.9
293,292,88764,99186,10.5
294,293,69984,85656,18.3
295,294,81054,91632,11.5
296,295,98262,103806,5.3
297,296,86700,98658,12.1
298,297,90486,99834,9.4
299,298,90354,98616,8.4
300,299,73464,85320,13.9
301,300,64476,79356,18.8
302,301,108642,117474,7.5
303,302,98208,102522,4.2
304,303,75216,86880,13.4
305,304,103626,112494,7.9
306,305,105228,120000,12.3
307,306,85518,91860,6.9
308,307,106626,114636,7.0
309,308,90642,97992,7.5
310,309,105744,114084,7.3
311,310,105432,113838,7.4
312,311,52290,64704,19.2
313,312,94806,105276,9.9
314,313,95406,111096,14.1
315,314,106248,117534,9.6
316,315,103986,110484,5.9
317,316,75012,85356,12.1
318,317,51522,63852,19.3
319,318,96504,105756,8.7
320,319,101730,115284,11.8
321,320,100512,114744,12.4
322,321,63402,74592,15.0
323,322,47388,60912,22.2
324,323,79986,88464,9.6
325,324,58344,73944,21.1
326,325,105090,117612,10.6
327,326,92850,103524,10.3
328,327,49728,60660,18.0
329,328,88266,97602,9.6
330,329,95604,114462,16.5
331,330,91932,115326,20.3
332,331,73728,86460,14.7
333,332,100308,101334,1.0
334,333,103434,112248,7.9
335,334,99852,106650,6.4
336,335,91506,100674,9.1
337,336,88176,96108,8.3
338,337,92706,110136,15.8
339,338,63606,73092,13.0
340,339,84384,96396,12.5
341,340,63294,71652,11.7
342,341,73698,84576,12.9
343,342,101844,111210,8.4
344,343,97392,100014,2.6
345,344,29250,35616,17.9
346,345,91692,96564,5.0
347,346,88074,93972,6.3
348,347,88242,99714,11.5
349,348,85428,95508,10.6
350,349,84066,97956,14.2
351,350,69678,75216,7.4
352,351,83580,102516,18.5
353,352,99792,103086,3.2
354,353,90108,95472,5.6
355,354,92760,96960,4.3
356,355,95340,102066,6.6
357,356,54936,66252,17.1
358,357,92580,104418,11.3
359,358,90744,107448,15.5
360,359,38628,44232,12.7
361,360,86412,99402,13.1
362,361,88920,111060,19.9
363,362,22500,24540,8.3
364,363,62280,67908,8.3
365,364,94530,103062,8.3
366,365,90240,100584,10.3
367,366,110538,116604,5.2
368,367,65424,83052,21.2
369,368,111474,120000,7.1
370,369,110322,116586,5.4
371,370,78378,92112,14.9
372,371,38676,52764,26.7
373,372,107424,112974,4.9
374,373,74112,86880,14.7
375,374,107622,111024,3.1
376,375,68136,82308,17.2
377,376,88146,96888,9.0
378,377,95346,101340,5.9
379,378,100956,114804,12.1
380,379,100650,103518,2.8
381,380,32148,42360,24.1
382,381,107832,115020,6.2
383,382,98868,105474,6.3
384,383,101202,113460,10.8
385,384,97014,105984,8.5
386,385,84480,94860,10.9
387,386,103506,106296,2.6
388,387,106062,113874,6.9
389,388,97734,103158,5.3
390,389,94110,99570,5.5
391,390,97350,109578,11.2
392,391,99750,114624,13.0
393,392,72120,85392,15.5
394,393,104112,110448,5.7
395,394,99486,104868,5.1
396,395,73104,83808,12.8
397,396,94296,101028,6.7
398,397,105138,120000,12.4
399,398,96234,115578,16.7
400,399,65310,75672,13.7
401,400,104670,116256,10.0
402,401,104802,118062,11.2
403,402,85692,91692,6.5
404,403,102588,112542,8.8
405,404,59964,72792,17.6
406,405,79218,86400,8.3
407,406,95922,111960,14.3
408,407,88122,100950,12.7
409,408,90954,107628,15.5
410,409,66312,79356,16.4
411,410,100896,105516,4.4
412,411,103542,115896,10.7
413,412,96546,102588,5.9
414,413,45252,54636,17.2
415,414,90660,98166,7.6
416,415,93576,109182,14.3
417,416,87126,101520,14.2
418,417,91854,113970,19.4
419,418,82800,90444,8.5
420,419,101112,102414,1.3
421,420,81048,87444,7.3
422,421,59628,73104,18.4
423,422,94548,103248,8.4
424,423,68706,78330,12.3
425,424,41898,49500,15.4
426,425,95736,109560,12.6
427,426,94170,110844,15.0
428,427,90846,111618,18.6
429,428,82560,94332,12.5
430,429,82920,103560,19.9
431,430,98142,99102,1.0
432,431,68406,79200,13.6
433,432,101034,111024,9.0
434,433,53994,64272,16.0
435,434,97050,102882,5.7
436,435,48474,55968,13.4
437,436,94686,113460,16.5
438,437,82092,89172,7.9
439,438,87492,101634,13.9
440,439,83502,101394,17.6
441,440,88026,118734,25.9
442,441,80940,108060,25.1
443,442,100620,110964,9.3
444,443,98832,102078,3.2
445,444,92484,94176,1.8
446,445,95172,100650,5.4
447,446,78024,83664,6.7
448,447,90396,98628,8.3
449,448,102276,120000,14.8
450,449,86436,95034,9.0
451,450,90120,112200,19.7
452,451,81768,89892,9.0
453,452,86616,115620,25.1
454,453,77088,90336,14.7
455,454,77616,101346,23.4
456,455,109134,109296,0.1
457,456,109698,120000,8.6
458,457,98508,103794,5.1
459,458,30912,42708,27.6
460,459,81078,93408,13.2
461,460,89184,97608,8.6
462,461,79680,93120,14.4
463,462,75984,90000,15.6
464,463,107166,114018,6.0
465,464,99552,105780,5.9
466,465,106224,110130,3.5
467,466,107622,115404,6.7
468,467,84972,95208,10.8
469,468,73080,84756,13.8
470,469,52872,66456,20.4
471,470,100878,102606,1.7
472,471,78138,89940,13.1
473,472,105018,110940,5.3
474,473,102702,110046,6.7
475,474,101442,113976,11.0
476,475,92376,102078,9.5
477,476,105486,118176,10.7
478,477,86868,94272,7.9
479,478,105774,114006,7.2
480,479,65562,77904,15.8
481,480,80016,86574,7.6
482,481,93384,104586,10.7
483,482,98052,117060,16.2
484,483,102546,103338,0.8
485,484,105828,120000,11.8
486,485,103818,112884,8.0
487,486,93960,99348,5.4
488,487,95394,101196,5.7
489,488,99828,115260,13.4
490,489,78606,84900,7.4
491,490,86856,97830,11.2
492,491,72390,84636,14.5
493,492,103140,111042,7.1
494,493,96540,99906,3.4
495,494,101304,110706,8.5
496,495,93060,99078,6.1
497,496,90540,102060,11.3
498,497,90480,99810,9.3
499,498,87918,101922,13.7
500,499,90444,105960,14.6
501,500,102390,111762,8.4
502,501,98718,101982,3.2
503,502,59184,72924,18.8
504,503,102966,120000,14.2
505,504,63192,74688,15.4
506,505,25422,30696,17.2
507,506,41310,48228,14.3
508,507,84720,94380,10.2
509,508,88350,108948,18.9
510,509,84912,100290,15.3
511,510,101550,116154,12.6
512,511,100914,105912,4.7
513,512,96462,98712,2.3
514,513,86712,89688,3.3
515,514,95838,103332,7.3
516,515,91620,100338,8.7
517,516,88284,97428,9.4
518,517,98676,119100,17.1
519,518,78336,83040,5.7
520,519,86220,109254,21.1
521,520,81342,94116,13.6
522,521,99756,102090,2.3
523,522,99630,102192,2.5
524,523,94962,98052,3.2
525,524,100602,111510,9.8
526,525,93078,98568,5.6
527,526,102048,120000,15.0
528,527,87738,91656,4.3
529,528,87438,97944,10.7
530,529,88770,114306,22.3
531,530,79782,83340,4.3
532,531,79848,88116,9.4
533,532,86232,120000,28.1
534,533,98706,107004,7.8
535,534,100032,116046,13.8
536,535,66204,76500,13.5
537,536,69144,78600,12.0
538,537,27024,31224,13.5
539,538,100758,118248,14.8
540,539,86472,90708,4.7
541,540,95754,120000,20.2
542,541,94062,120000,21.6
543,542,86796,106884,18.8
544,543,86994,120000,27.5
545,544,77790,93588,16.9
546,545,76086,87336,12.9
547,546,98928,117882,16.1
548,547,67596,77076,12.3
549,548,92676,94488,1.9
550,549,93732,96960,3.3
551,550,92940,102726,9.5
552,551,87888,98592,10.9
553,552,89244,102636,13.0
554,553,90288,108786,17.0
555,554,84480,96936,12.8
556,555,82008,94224,13.0
557,556,82020,106686,23.1
558,557,78252,96972,19.3
559,558,79284,103530,23.4
560,559,74088,74376,0.4
561,560,108612,113352,4.2
562,561,92670,100704,8.0
563,562,73542,88212,16.6
564,563,51300,69768,26.5
565,564,108816,120000,9.3
566,565,62208,79116,21.4
567,566,92526,99900,7.4
568,567,95460,100260,4.8
569,568,105960,109788,3.5
570,569,98976,106806,7.3
571,570,50034,67848,26.3
572,571,97914,100800,2.9
573,572,95646,99864,4.2
574,573,56430,72360,22.0
575,574,97854,106410,8.0
576,575,103440,104094,0.6
577,576,102000,103278,1.2
578,577,86970,94548,8.0
579,578,37860,48372,21.7
580,579,98358,106800,7.9
581,580,91872,104484,12.1
582,581,105552,120000,12.0
583,582,51372,66360,22.6
584,583,85956,90996,5.5
585,584,105654,120000,12.0
586,585,97458,106014,8.1
587,586,78678,84552,6.9
588,587,70704,81012,12.7
589,588,103050,107118,3.8
590,589,66528,79764,16.6
591,590,104772,120000,12.7
592,591,88968,91956,3.2
593,592,101526,110886,8.4
594,593,86916,91608,5.1
595,594,91350,104826,12.9
596,595,58422,68628,14.9
597,596,101646,101706,0.1
598,597,99936,100932,1.0
599,598,97188,99822,2.6
600,599,91002,94068,3.3
