Simulation Number,comboID,Your revenue,Perfect foresight strategy,Difference (%)
174,173,70476,86088,18.1
175,174,89922,98760,8.9
176,175,108078,112602,4.0
177,176,64212,81198,20.9
178,177,98928,102078,3.1
179,178,81942,94896,13.7
180,179,104268,113592,8.2
181,180,98382,102846,4.3
182,181,104484,107520,2.8
183,182,95592,100752,5.1
184,183,82404,93336,11.7
185,184,98076,107532,8.8
186,185,101472,117438,13.6
187,186,97986,102744,4.6
188,187,107652,114780,6.2
189,188,98232,101544,3.3
190,189,90774,97656,7.0
191,190,13542,17580,23.0
192,191,87714,94596,7.3
193,192,95520,111006,14.0
194,193,68352,83976,18.6
195,194,100458,102804,2.3
196,195,101862,105732,3.7
197,196,105888,115182,8.1
198,197,102000,113130,9.8
199,198,65244,78120,16.5
200,199,52212,63936,18.3
201,200,96936,112620,13.9
202,201,80070,92352,13.3
203,202,87840,96636,9.1
204,203,102342,107052,4.4
205,204,93024,98346,5.4
206,205,93756,99786,6.0
207,206,94602,103278,8.4
208,207,87432,92592,5.6
209,208,96036,113082,15.1
210,209,60564,72276,16.2
211,210,104088,112476,7.5
212,211,79284,88608,10.5
213,212,94632,98274,3.7
214,213,106512,120000,11.2
215,214,94584,102636,7.8
216,215,96588,109428,11.7
217,216,41280,50016,17.5
218,217,98988,120000,17.5
219,218,84144,94224,10.7
220,219,82200,102714,20.0
221,220,38670,56508,31.6
222,221,78384,95088,17.6
223,222,101592,106038,4.2
224,223,111954,120000,6.7
225,224,104178,106860,2.5
226,225,94578,100800,6.2
227,226,99294,103800,4.3
228,227,110622,117576,5.9
229,228,111534,120000,7.1
230,229,105726,113082,6.5
231,230,61812,80544,23.3
232,231,107868,110484,2.4
233,232,110748,120000,7.7
234,233,106800,111468,4.2
235,234,99102,110226,10.1
236,235,55218,73992,25.4
237,236,104208,107454,3.0
238,237,63276,79164,20.1
239,238,85698,94062,8.9
240,239,105810,118866,11.0
241,240,91758,103176,11.1
242,241,108156,120000,9.9
243,242,104832,109098,3.9
244,243,49950,64920,23.1
245,244,81732,92376,11.5
246,245,97656,104580,6.6
247,246,90486,96372,6.1
248,247,95736,110376,13.3
249,248,103398,106092,2.5
250,249,106632,117810,9.5
251,250,78192,89208,12.3
252,251,105462,117198,10.0
253,252,87876,94560,7.1
254,253,88188,93696,5.9
255,254,96750,114420,15.4
256,255,88044,99846,11.8
257,256,104850,118590,11.6
258,257,70002,82710,15.4
259,258,106110,120000,11.6
260,259,96858,102954,5.9
261,260,98772,111174,11.2
262,261,99144,111870,11.4
263,262,92586,100092,7.5
264,263,67962,77856,12.7
265,264,82308,87072,5.5
266,265,102348,106866,4.2
267,266,103008,107130,3.8
268,267,99426,102822,3.3
269,268,87870,92880,5.4
270,269,70626,81108,12.9
271,270,91788,103758,11.5
272,271,88104,100758,12.6
273,272,88434,103872,14.9
274,273,94980,120000,20.8
275,274,82218,86724,5.2
276,275,102312,104526,2.1
277,276,103020,113892,9.5
278,277,89496,93708,4.5
279,278,94848,98172,3.4
280,279,98952,109038,9.2
281,280,98304,113130,13.1
282,281,93456,107826,13.3
283,282,40536,46716,13.2
284,283,88740,104652,15.2
285,284,71832,77604,7.4
286,285,81432,96852,15.9
287,286,27654,40368,31.5
288,287,112140,120000,6.6
289,288,72420,89592,19.2
290,289,84216,98028,14.1
291,290,68496,84732,19.2
292,291,78510,92976,15.6
293,292,67146,83586,19.7
294,293,111348,120000,7.2
295,294,91992,99330,7.4
296,295,111744,120000,6.9
297,296,49104,67572,27.3
298,297,48906,66216,26.1
299,298,97194,101352,4.1
300,299,105180,115674,9.1
301,300,69624,82572,15.7
302,301,108678,119160,8.8
303,302,108384,117774,8.0
304,303,59340,75408,21.3
305,304,100416,106500,5.7
306,305,106878,117282,8.9
307,306,93216,103404,9.9
308,307,94272,99630,5.4
309,308,36528,49008,25.5
310,309,100542,104232,3.5
311,310,79356,89124,11.0
312,311,92328,98178,6.0
313,312,68688,79470,13.6
314,313,83790,90660,7.6
315,314,92724,99408,6.7
316,315,82746,91764,9.8
317,316,27306,36276,24.7
318,317,74046,83724,11.6
319,318,95058,102768,7.5
320,319,90000,96996,7.2
321,320,92820,107880,14.0
322,321,98556,120000,17.9
323,322,103524,111972,7.5
324,323,70872,82896,14.5
325,324,100758,106182,5.1
326,325,97908,108630,9.9
327,326,50442,63108,20.1
328,327,96900,108048,10.3
329,328,45522,55752,18.3
330,329,94698,116658,18.8
331,330,93252,119034,21.7
332,331,103062,110856,7.0
333,332,103848,112896,8.0
334,333,66870,79008,15.4
335,334,78960,87168,9.4
336,335,94968,105294,9.8
337,336,99426,113094,12.1
338,337,91908,104502,12.1
339,338,51798,60348,14.2
340,339,88164,98670,10.6
341,340,84408,99834,15.5
342,341,101760,112056,9.2
343,342,73332,83880,12.6
344,343,101580,107742,5.7
345,344,102720,117102,12.3
346,345,102228,115416,11.4
347,346,96804,106656,9.2
348,347,90948,97488,6.7
349,348,85980,95172,9.7
350,349,96180,120000,19.9
351,350,88428,110682,20.1
352,351,78006,81612,4.4
353,352,100632,103398,2.7
354,353,59376,73248,18.9
355,354,101112,110952,8.9
356,355,62964,74484,15.5
357,356,91560,97692,6.3
358,357,95892,108816,11.9
359,358,93960,112656,16.6
360,359,93804,113316,17.2
361,360,82464,92724,11.1
362,361,87816,114870,23.6
363,362,89724,117186,23.4
364,363,79368,86856,8.6
365,364,100734,106314,5.2
366,365,94284,102732,8.2
367,366,109056,110088,0.9
368,367,91794,100950,9.1
369,368,54444,74400,26.8
370,369,103512,107718,3.9
371,370,86184,97536,11.6
372,371,108606,114774,5.4
373,372,100692,104544,3.7
374,373,61176,77832,21.4
375,374,84804,96732,12.3
376,375,62130,80016,22.4
377,376,72324,86544,16.4
378,377,77004,88542,13.0
379,378,78540,87192,9.9
380,379,106320,111984,5.1
381,380,106950,113952,6.1
382,381,68994,81984,15.8
383,382,77484,86634,10.6
384,383,101118,113418,10.8
385,384,74742,84456,11.5
386,385,74046,86280,14.2
387,386,76350,87696,12.9
388,387,92232,97680,5.6
389,388,82530,91392,9.7
390,389,96168,102498,6.2
391,390,98022,112428,12.8
392,391,90708,100560,9.8
393,392,104358,110574,5.6
394,393,102078,105648,3.4
395,394,73056,84354,13.4
396,395,93204,98850,5.7
397,396,103092,117216,12.0
398,397,92046,99210,7.2
399,398,90492,98820,8.4
400,399,90234,100854,10.5
401,400,103620,108012,4.1
402,401,102420,105684,3.1
403,402,105330,120000,12.2
404,403,93336,98016,4.8
405,404,95136,104262,8.8
406,405,82992,88212,5.9
407,406,80592,86724,7.1
408,407,91506,109182,16.2
409,408,84870,97032,12.5
410,409,46590,59016,21.1
411,410,97392,99450,2.1
412,411,92304,95784,3.6
413,412,96882,103440,6.3
414,413,99246,113406,12.5
415,414,53736,62904,14.6
416,415,88704,96720,8.3
417,416,91260,106332,14.2
418,417,87234,105018,16.9
419,418,83556,102756,18.7
420,419,76956,86964,11.5
421,420,93750,97068,3.4
422,421,97614,100134,2.5
423,422,94806,97668,2.9
424,423,102756,117210,12.3
425,424,84060,87408,3.8
426,425,86700,89754,3.4
427,426,88980,100248,11.2
428,427,93132,112806,17.4
429,428,87636,109632,20.1
430,429,83154,107244,22.5
431,430,101034,109434,7.7
432,431,101232,110286,8.2
433,432,94860,98820,4.0
434,433,101424,118200,14.2
435,434,93906,102756,8.6
436,435,91680,98880,7.3
437,436,89628,104508,14.2
438,437,75678,80400,5.9
439,438,91470,114546,20.1
440,439,83868,103944,19.3
441,440,79806,87168,8.4
442,441,79272,100032,20.8
443,442,59568,73416,18.9
444,443,97368,98706,1.4
445,444,100692,106674,5.6
446,445,55704,65616,15.1
447,446,73392,80424,8.7
448,447,93084,104934,11.3
449,448,77088,81420,5.3
450,449,86424,98424,12.2
451,450,89580,114846,22.0
452,451,83412,104556,20.2
453,452,78768,84468,6.7
454,453,84408,116880,27.8
455,454,72588,74508,2.6
456,455,71358,88752,19.6
457,456,109056,113538,3.9
458,457,103998,105366,1.3
459,458,109890,118740,7.5
460,459,80886,94188,14.1
461,460,97482,100896,3.4
462,461,108114,113268,4.6
463,462,49506,66996,26.1
464,463,30996,40500,23.5
465,464,99318,107058,7.2
466,465,71262,85620,16.8
467,466,100416,103260,2.8
468,467,80706,92244,12.5
469,468,75612,87192,13.3
470,469,104094,115122,9.6
471,470,73122,87420,16.4
472,471,105384,109668,3.9
473,472,64812,79416,18.4
474,473,75672,85620,11.6
475,474,99336,107838,7.9
476,475,98694,114492,13.8
477,476,75738,87528,13.5
478,477,105492,118650,11.1
479,478,88458,94470,6.4
480,479,100530,109518,8.2
481,480,69660,79848,12.8
482,481,100506,114288,12.1
483,482,99702,118248,15.7
484,483,93684,99102,5.5
485,484,103794,113322,8.4
486,485,92076,97710,5.8
487,486,93438,101370,7.8
488,487,77118,85680,10.0
489,488,61866,73824,16.2
490,489,94470,107304,12.0
491,490,87546,102498,14.6
492,491,101376,101454,0.1
493,492,101598,106098,4.2
494,493,102624,106506,3.6
495,494,93366,96900,3.6
496,495,99480,114066,12.8
497,496,68268,78084,12.6
498,497,77904,83772,7.0
499,498,88152,103740,15.0
500,499,88776,109890,19.2
501,500,101718,108576,6.3
502,501,101148,111894,9.6
503,502,82116,88764,7.5
504,503,92838,97794,5.1
505,504,93114,101778,8.5
506,505,89340,100152,10.8
507,506,94908,112836,15.9
508,507,92940,113472,18.1
509,508,84378,99678,15.3
510,509,84798,103740,18.3
511,510,45372,57252,20.8
512,511,97680,98868,1.2
513,512,94134,98442,4.4
514,513,68472,78240,12.5
515,514,98670,109470,9.9
516,515,87912,92328,4.8
517,516,95508,107820,11.4
518,517,95328,115866,17.7
519,518,82590,92376,10.6
520,519,84000,99816,15.8
521,520,84540,108804,22.3
522,521,99408,100932,1.5
523,522,69198,79068,12.5
524,523,100350,108612,7.6
525,524,77454,82320,5.9
526,525,94290,103968,9.3
527,526,70170,77496,9.5
528,527,56202,63444,11.4
529,528,99522,120000,17.1
530,529,83526,89040,6.2
531,530,90774,115728,21.6
532,531,83310,106698,21.9
533,532,83658,109002,23.3
534,533,85266,90744,6.0
535,534,96732,99078,2.4
536,535,95580,99156,3.6
537,536,71232,78648,9.4
538,537,61230,69792,12.3
539,538,92880,106140,12.5
540,539,63312,72252,12.4
541,540,89484,105558,15.2
542,541,88266,111708,21.0
543,542,82314,92868,11.4
544,543,80100,83598,4.2
545,544,44910,47712,5.9
546,545,77520,86064,9.9
547,546,97920,99276,1.4
548,547,54240,63828,15.0
549,548,98316,106884,8.0
550,549,70728,77832,9.1
551,550,94368,101808,7.3
552,551,98412,113424,13.2
553,552,89712,101418,11.5
554,553,88452,102276,13.5
555,554,84084,100194,16.1
556,555,87456,112878,22.5
557,556,82716,102762,19.5
558,557,81624,110730,26.3
559,558,78960,110616,28.6
560,559,77592,114834,32.4
561,560,32862,46308,29.0
562,561,107424,107424,0.0
563,562,60336,78012,22.7
564,563,108906,120000,9.2
565,564,107832,110160,2.1
566,565,98340,102006,3.6
567,566,98250,102402,4.1
568,567,106548,109284,2.5
569,568,104736,111606,6.2
570,569,76824,87216,11.9
571,570,104892,107292,2.2
572,571,59604,76368,22.0
573,572,64944,79896,18.7
574,573,105456,117852,10.5
575,574,49278,60816,19.0
576,575,100260,101886,1.6
577,576,99516,100944,1.4
578,577,104922,112140,6.4
579,578,96540,101454,4.8
580,579,107964,120000,10.0
581,580,87558,92022,4.9
582,581,33444,43416,23.0
583,582,99918,101712,1.8
584,583,41184,52236,21.2
585,584,92538,98730,6.3
586,585,47874,57948,17.4
587,586,78726,85668,8.1
588,587,98928,115434,14.3
589,588,103884,107568,3.4
590,589,102072,104388,2.2
591,590,96384,100488,4.1
592,591,101880,109722,7.1
593,592,98088,107178,8.5
594,593,88122,92760,5.0
595,594,74634,81396,8.3
596,595,78828,82824,4.8
597,596,104238,116076,10.2
598,597,100464,100998,0.5
599,598,99228,104934,5.4
600,599,103998,120000,13.3
